DATASET_HEATMAP
SEPARATOR,COMMA
DATASET_LABEL,pathways
COLOR,#ff0000
FIELD_LABELS,Cysteine.Biosynthesis,Sulfite.Export,Methanethiol.Degradation,Cysteine.Degradation,Coenzyme.A.Degradation,S.adenosyl.L.homocysteine.degradation,Cysteate.Degradation,DMSP.degradation,Biotin.Degradation,N.acetyltaurine.Transport,Sulfoacetaldehyde.Degradation,Isethionate.Transport,DHPS.Transporter,Methionine.Synthesis,X3.Mercaptopyruvate.Degradation,Glutathione.Synthesis,Glutathione.disulfide.degradation.and.synthesis,Biotin.Transport,Taurine.Degradation,DHPS.Degradation,Methanethiol.Synthesis,Methionine.Degradation,Hypotaurine.Degradation,Taurine.Transport,Methanesulfonate.Degradation,Choline.O.sulfate.Transport,Methionine.Transport,Sulfolactate.degradation,Sulfopyruvate.Degradation,Methionine...N.Acyl.L.homoserine.lactone,SO4thiosulfate.transporter,Dimethylsulfoxide.Degradation,Choline.O.sulfate.Degradation,Dimethylsulfone.Degradation,Glutathione.Transporter,Sulfite.Dehydrogenase
TARA_SAMEA2621779_METAG_BKFIFFGF,1,1,1,1,1,0,1,1,0,1,1,0,0,0.75,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621779_METAG_BKOBJOML,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.5,1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621779_METAG_CCHCBEJE,1,1,1,1,1,0,1,0,0,1,1,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621779_METAG_CHFNGBLD,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621779_METAG_DJKNFFGC,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621779_METAG_DLNKCJJJ,1,1,1,1,1,1,1,1,0,0,1,1,1,0.833333333,1,1,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621779_METAG_EDDAIACP,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621779_METAG_EHDFCGGO,0.666666667,1,0,1,1,1,1,1,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621779_METAG_EHKBNHOM,1,1,1,1,1,0,1,1,0,0,1,0,0,0.833333333,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621779_METAG_ELBJOAEF,1,1,1,1,1,1,1,1,0,1,0,0,0,0.333333333,0,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621779_METAG_FHAGAFHB,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.666666667,1,1,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621779_METAG_FLBLFKBK,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621779_METAG_FOEBBEIG,1,1,1,1,0,0,1,1,0,0,0,1,1,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621779_METAG_HAHOFLDK,1,1,1,1,1,0,1,1,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621779_METAG_HEKBCCJH,1,1,1,1,1,1,0,1,1,1,0,1,1,0.833333333,1,1,1,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0,0
TARA_SAMEA2621779_METAG_IKCCLALK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621779_METAG_IOENAFMJ,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621779_METAG_JBODLJEL,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621779_METAG_JPEOBMFH,1,1,1,1,1,1,1,0,0,1,1,0,0,0.75,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621779_METAG_JPIKFFIH,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621779_METAG_LIIIAOMG,1,1,1,1,1,1,0,1,1,1,1,0,0,0.666666667,1,0.5,0,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0,0
TARA_SAMEA2621779_METAG_MCGBIHLL,1,1,1,1,1,1,0,1,1,0,0,0,0,0.666666667,1,1,1,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621779_METAG_NIJIENBH,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621779_METAG_NILHEDOO,1,0,1,0.5,0,1,1,0,0,0,0,1,1,0.833333333,1,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621779_METAG_OIOGCHIG,1,1,1,1,1,1,1,1,1,0,0,1,1,0.833333333,0,1,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621779_METAG_OMECKAFD,1,1,1,1,1,1,1,1,1,1,0,0,0,0.75,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621779_METAG_PCNIFPHJ,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621812_METAG_AFGIKEHA,1,1,1,1,1,1,1,1,1,0,1,1,1,0.833333333,1,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621812_METAG_AHHIABAF,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621812_METAG_BAHJGJDL,1,1,1,1,1,0,1,1,1,1,1,1,1,0.833333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621812_METAG_BDJMHFJE,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621812_METAG_BHEJFGLB,1,1,1,1,1,1,1,1,1,1,0,1,1,0.833333333,0,1,1,0,0,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TARA_SAMEA2621812_METAG_BOPIFFLK,1,1,1,1,1,0,1,1,0,1,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621812_METAG_CKLALLPL,1,1,1,1,1,1,1,0,0,1,1,1,1,0.833333333,0,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621812_METAG_CLGODNHH,1,1,1,1,1,1,0,1,0,0,1,1,1,0.666666667,0,1,1,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621812_METAG_DEHNEPKE,1,1,1,1,1,1,0,1,1,1,1,1,1,0.666666667,1,1,1,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0,0
TARA_SAMEA2621812_METAG_DMHGKEJK,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0.666666667,1,1,0,0,0,1,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621812_METAG_DMKNCGLF,1,0,1,1,0,1,1,0,0,0,0,1,1,0.833333333,1,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621812_METAG_EINIOJLI,1,1,1,1,1,1,1,1,0,0,1,0,0,0.833333333,0,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621812_METAG_EOAMDMJK,1,1,1,0.5,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TARA_SAMEA2621812_METAG_FHDJJCEO,1,1,1,1,1,0,1,1,0,1,1,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621812_METAG_FJLKCJNL,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,0.5,1,1,0,1,0,0.666666667,0,0,0,0,0,1,1,1,0,0,0.666666667,0,0,0
TARA_SAMEA2621812_METAG_FLEPIGME,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621812_METAG_GBDELEPJ,1,1,1,1,1,1,1,1,1,0,0,1,1,0.75,1,1,1,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621812_METAG_GLEIOLJH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621812_METAG_HLJLMDHB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.666666667,0,1,1,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621812_METAG_HOFGODDL,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621812_METAG_HPILOGFH,1,1,1,1,1,1,0,1,1,1,1,1,1,0.833333333,1,1,1,0,1,1,0,0.666666667,1,1,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621812_METAG_IICOKHHK,1,1,1,1,1,0,1,1,1,1,0,0,0,0.333333333,0,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621812_METAG_JPOAFLIB,1,1,1,1,1,1,1,1,0,1,0,0,0,0.75,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621812_METAG_LGAEGECC,1,1,1,1,1,0,1,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621812_METAG_LMIMOLBP,1,1,1,1,1,0,1,1,0,1,1,0,0,0.75,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621812_METAG_MHCAACBH,1,1,1,1,1,1,1,1,1,1,0,0,0,0.75,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621812_METAG_MKDLJMLM,1,1,1,1,1,1,0,1,1,0,1,1,1,0.833333333,1,1,1,0,1,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0.333333333,1,0,0
TARA_SAMEA2621812_METAG_MOHOOAMM,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621812_METAG_NFENDCDO,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0.666666667,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TARA_SAMEA2621812_METAG_NHHPCCBJ,1,1,1,1,1,1,1,1,0,1,0,0,0,0.666666667,0,0.5,0,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621812_METAG_ODFIDOJD,1,1,1,1,1,0,1,0,1,0,0,1,1,0.833333333,0,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621812_METAG_OFBJBHIP,1,1,1,1,1,1,0,1,1,1,1,1,1,0.833333333,1,1,0,0,1,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621812_METAG_OHFADIIO,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0.666666667,0,1,0,1,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621812_METAG_OHHPEAHB,1,1,1,1,1,1,1,0,1,0,1,1,1,0.75,0,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_AECDFJPI,1,1,1,1,1,1,1,1,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_AKAMICPA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.666666667,0,0,1,1,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621839_METAG_AMINNHCB,1,1,1,1,1,1,1,1,1,0,0,1,1,0.833333333,1,1,1,1,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621839_METAG_ANAFGPCM,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621839_METAG_ANBHOAOJ,1,1,1,1,1,1,1,1,0,0,1,0,0,0.833333333,0,0,0,0,1,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621839_METAG_APLAGKHB,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621839_METAG_BAKLAPAH,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_BAMPLDFN,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_BGPIDKKL,1,1,1,1,1,1,1,1,1,1,1,0,0,0.833333333,0,1,1,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621839_METAG_CHKPNCKL,1,1,1,1,0,1,1,0,0,0,1,1,1,0.833333333,1,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621839_METAG_CJCIEDNA,1,1,1,1,1,1,1,0,0,1,0,0,0,0.75,0,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_DEIPNAFO,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621839_METAG_DIDEDDPD,1,1,1,1,0,1,1,0,1,0,0,0,0,0.833333333,0,0,0,1,0,1,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621839_METAG_DLDEDGEC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.666666667,0,1,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621839_METAG_DPEBIMED,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_ECLMIDKH,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_EOBFGPGM,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_EOEPIHHM,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_FBGENCCF,1,1,1,1,1,1,1,0,0,0,1,0,0,0.833333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_FBGMGKOC,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_FGHNHKFG,1,1,1,1,1,1,1,1,0,1,0,1,1,0.833333333,0,0.5,1,0,0,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TARA_SAMEA2621839_METAG_FOCILNML,1,0,1,1,0,1,1,0,1,1,0,0,0,0.833333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_GAEDMOID,1,1,1,1,1,0,1,0,0,0,1,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_GAKBCGLM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,0,1,0,0.666666667,0,0,0
TARA_SAMEA2621839_METAG_GCNKNAHO,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_GICEJHEK,1,1,1,1,0,0,0,1,1,1,1,1,1,0.75,0,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_GIHEHMFL,1,1,1,1,1,1,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621839_METAG_HILMGKBK,1,1,1,0.5,0,1,1,0,1,1,0,0,0,0.666666667,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621839_METAG_HNIBOOGF,1,1,1,1,1,1,1,1,1,0,0,1,1,0.833333333,0,1,1,0,0,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_IANCHAII,1,1,1,1,0,0,1,1,0,0,0,1,1,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_ICOGKKCB,1,1,1,1,0,0,1,0,0,1,1,1,1,0.666666667,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_IDMLDCOD,1,1,1,1,1,1,1,1,1,0,1,0,0,0.666666667,1,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621839_METAG_IKOKHCPN,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621839_METAG_INGIPFAP,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0.5,0,0,0,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_JEPDKFNP,1,1,1,0.5,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_JGHLAKBB,1,0,1,1,0,1,1,0,0,0,0,1,1,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621839_METAG_JKOLEEFE,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0.5,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_KCMDICPG,1,1,1,1,1,1,1,1,1,1,1,0,0,0.833333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_KEBGCJNJ,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621839_METAG_LMFFHMLM,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621839_METAG_MDNNDCPP,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_MGLIPNEN,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_MKAHMAJH,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_MPOMBCBP,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621839_METAG_NEIJCBGE,0.5,1,0,1,1,0,0,0,1,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_NGJGDLCD,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_OONDINLB,1,1,1,1,1,0,0,1,0,0,0,1,1,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621839_METAG_PGLOPPIJ,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621839_METAG_PIIHAHGL,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.666666667,0,0,1,1,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621859_METAG_APOBEFDL,0.5,0,0,1,0,1,1,0,1,1,0,0,0,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621859_METAG_BEMACDBO,1,1,1,1,1,1,1,1,0,1,0,0,0,0.75,0,0,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621859_METAG_BLBOAJGJ,1,0,1,1,1,1,1,0,0,0,1,1,0,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621859_METAG_DDJJPFMI,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621859_METAG_DEDGPJOG,1,1,1,1,1,0,1,1,0,0,0,1,1,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621859_METAG_DEGANBNE,1,0,1,0,1,1,0,1,0,0,0,1,1,0.666666667,1,1,0,1,0,0,0,0.666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621859_METAG_DPFBHLBA,1,1,1,1,1,1,1,1,0,1,1,1,1,0.75,1,1,1,1,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA2621859_METAG_ELPMEGBP,1,1,1,1,1,1,1,1,0,0,1,1,1,0.833333333,1,1,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621859_METAG_FLIDGNCK,0.5,1,0,1,1,1,1,1,1,1,1,0,0,0.5,0,0.5,1,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621859_METAG_GAEHGPFE,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621859_METAG_GLIJALDI,1,1,1,1,1,1,1,0,1,0,1,0,0,0.833333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621859_METAG_HOOKAFBB,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621859_METAG_INLEDHPL,1,1,1,1,1,1,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA2621859_METAG_KAPLIFIA,1,1,1,1,0,1,1,0,1,0,0,1,1,0.666666667,1,0,0,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621859_METAG_KNGGOOID,0.5,0,0,1,1,0,1,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA2621859_METAG_LMMJEOCK,1,1,0,1,1,1,1,1,0,0,0,0,0,0.5,0,0.5,1,1,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0
