DATASET_HEATMAP
SEPARATOR,COMMA
TARA_SAMEA2621099_METAG_ICDFPMBL,86.98
TARA_SAMEA2621099_METAG_IDGDEHDE,97.46
TARA_SAMEA2621099_METAG_JPPBOHFF,87.1
TARA_SAMEA2621099_METAG_KAJBAIPL,78.6
TARA_SAMEA2621099_METAG_LNGKDKOO,92.76
TARA_SAMEA2621099_METAG_MOEJCAFC,87.78
TARA_SAMEA2621099_METAG_NDJAMBKM,96.86
TARA_SAMEA2621099_METAG_OCNFLOGF,96
TARA_SAMEA2621099_METAG_OLCNODAD,80.4
TARA_SAMEA2621099_METAG_OLNLEHLG,92.52
TARA_SAMEA2621099_METAG_PEFOJHEF,90.98
TARA_SAMEA2621101_METAG_ADJKNMAN,85.62
TARA_SAMEA2621101_METAG_AFHBMONF,94.23
TARA_SAMEA2621101_METAG_AHJPPEOG,86.05
TARA_SAMEA2621101_METAG_BCIABNBL,86.23
TARA_SAMEA2621101_METAG_BDFFJCJM,87.42
TARA_SAMEA2621101_METAG_BHEBGKFO,92.82
TARA_SAMEA2621101_METAG_BOCIOJNI,97.16
TARA_SAMEA2621101_METAG_BONMHGDD,93.02
TARA_SAMEA2621101_METAG_CDKMDMCI,91.46
TARA_SAMEA2621101_METAG_DBBGANBP,76.47
TARA_SAMEA2621101_METAG_DBKIAPDD,97.46
TARA_SAMEA2621101_METAG_DIDPENLG,91.09
TARA_SAMEA2621101_METAG_DOPHLGPD,85.37
TARA_SAMEA2621101_METAG_FECNGGJF,81.32
TARA_SAMEA2621101_METAG_FNMEFJJE,84.74
TARA_SAMEA2621101_METAG_GDFJJCLP,88.26
TARA_SAMEA2621101_METAG_GFCMGELJ,98.08
TARA_SAMEA2621101_METAG_HCGFDFOF,91.46
TARA_SAMEA2621101_METAG_HEEODMFK,90.86
TARA_SAMEA2621101_METAG_IEEHBFPB,80.25
TARA_SAMEA2621101_METAG_IMKKJAHC,88.43
TARA_SAMEA2621101_METAG_IPCFIJJB,82.29
TARA_SAMEA2621101_METAG_JLODOFBL,91.78
TARA_SAMEA2621101_METAG_KHHLCHNL,97.16
TARA_SAMEA2621101_METAG_KNGHAIDE,89.13
TARA_SAMEA2621101_METAG_LDBGNOAK,91.23
TARA_SAMEA2621101_METAG_LEJMAEPD,96.86
TARA_SAMEA2621101_METAG_LPDMHAEH,88.25
TARA_SAMEA2621101_METAG_MCLJFMNJ,81.54
TARA_SAMEA2621101_METAG_MLIGGIAA,86.6
TARA_SAMEA2621101_METAG_NHAKJFJG,91.26
TARA_SAMEA2621101_METAG_PEGGBNML,79.14
TARA_SAMEA2621101_METAG_PFFJNDGN,85.35
TARA_SAMEA2621101_METAG_PFIFDIHB,92.7
TARA_SAMEA2621107_METAG_ANNENPFL,82.2
TARA_SAMEA2621107_METAG_AOAGDAFI,99.08
TARA_SAMEA2621107_METAG_BHMONOME,89.38
TARA_SAMEA2621107_METAG_CINGPCPO,82.12
TARA_SAMEA2621107_METAG_ECPGMINP,90.34
TARA_SAMEA2621107_METAG_FNANGONO,95.83
TARA_SAMEA2621107_METAG_FPLPNPBB,91.26
TARA_SAMEA2621107_METAG_HMFCIFOE,83.33
TARA_SAMEA2621107_METAG_JFHJPGDA,96.48
TARA_SAMEA2621107_METAG_LANNJOHC,77.12
TARA_SAMEA2621107_METAG_LKINEMCH,87.64
TARA_SAMEA2621107_METAG_MBDOFGMO,91.14
TARA_SAMEA2621107_METAG_MEPJHCIK,87.42
TARA_SAMEA2621107_METAG_MJDJDLEC,93.44
TARA_SAMEA2621107_METAG_NAIODLKO,99.5
TARA_SAMEA2621107_METAG_OEIPCIJC,90.32
TARA_SAMEA2621107_METAG_OFBLMKIA,83.88
TARA_SAMEA2621107_METAG_PLNIOFFK,88.65
TARA_SAMEA2621132_METAG_AHPOBHIE,90.48
TARA_SAMEA2621132_METAG_BKBMHDKI,89.09
TARA_SAMEA2621132_METAG_GICDNNLA,91.28
TARA_SAMEA2621132_METAG_HELGHMIC,84.91
TARA_SAMEA2621132_METAG_HHIKJHGI,90.3
TARA_SAMEA2621132_METAG_HMJKBMPI,77.5
TARA_SAMEA2621132_METAG_LDNDBIDJ,82.24
TARA_SAMEA2621132_METAG_MAADEGAC,76.68
TARA_SAMEA2621132_METAG_NLCCBKKH,86.38
TARA_SAMEA2621132_METAG_OJFEGECA,76.42
TARA_SAMEA2621151_METAG_CFNECBGB,90.34
TARA_SAMEA2621151_METAG_GNMPCIPH,88.65
TARA_SAMEA2621151_METAG_HDFHFDFJ,87.24
TARA_SAMEA2621151_METAG_KIOMADCH,93.61
TARA_SAMEA2621151_METAG_LJNEFNIN,97.88
TARA_SAMEA2621155_METAG_BLPICKFJ,89.6
TARA_SAMEA2621155_METAG_CCOCMPOI,84.84
TARA_SAMEA2621155_METAG_CFOMCELO,75.26
TARA_SAMEA2621155_METAG_DHNNNKED,92.5
TARA_SAMEA2621155_METAG_ECMILOHL,75.82
TARA_SAMEA2621155_METAG_EECICDMG,88.64
TARA_SAMEA2621155_METAG_EPCCFFKN,89.6
TARA_SAMEA2621155_METAG_FAEIPIKM,82.48
TARA_SAMEA2621155_METAG_FLNGPOHE,85.31
TARA_SAMEA2621155_METAG_FNDJLMBE,86.61
TARA_SAMEA2621155_METAG_GFPMKBCA,82.36
TARA_SAMEA2621155_METAG_GMMFBGBM,77.67
TARA_SAMEA2621155_METAG_HJBFHPEP,80.44
TARA_SAMEA2621155_METAG_IJGHMKMB,84.62
TARA_SAMEA2621155_METAG_JJEAFODF,99.5
TARA_SAMEA2621155_METAG_LDOGOCBG,92.96
TARA_SAMEA2621155_METAG_MMHDJKAG,77.34
TARA_SAMEA2621155_METAG_NBLBFJOH,88.74
TARA_SAMEA2621155_METAG_NPAOPFHE,93
TARA_SAMEA2621155_METAG_OIADGHHP,87.12
TARA_SAMEA2621155_METAG_PABHPDHH,82.2
TARA_SAMEA2621155_METAG_PBCGLLLH,82.69
TARA_SAMEA2621155_METAG_PNDFJIDI,83.28
TARA_SAMEA2621176_METAG_DCJMIKAH,98.92
TARA_SAMEA2621176_METAG_DIMFJLKB,84.16
TARA_SAMEA2621176_METAG_EGAIMIFC,77.6
TARA_SAMEA2621176_METAG_EKLCKMDK,93.93
TARA_SAMEA2621176_METAG_FGDEKKCH,91.48
TARA_SAMEA2621176_METAG_GIHJDEBP,96.54
TARA_SAMEA2621176_METAG_GPGCBCMG,78.38
TARA_SAMEA2621176_METAG_KOEAPIDJ,90.95
TARA_SAMEA2621176_METAG_LDMNKFJL,86.06
TARA_SAMEA2621176_METAG_LGNIMBFP,89.77
TARA_SAMEA2621176_METAG_LNAHJKBF,77.13
TARA_SAMEA2621176_METAG_LNNLNJLH,98.34
TARA_SAMEA2621176_METAG_NJJCJENC,92.54
TARA_SAMEA2621176_METAG_ODGMFCEG,75.12
TARA_SAMEA2621191_METAG_COMJHHCH,79.94
TARA_SAMEA2621191_METAG_EHHGPIAJ,96.91
TARA_SAMEA2621191_METAG_GKKNNIBB,92.06
TARA_SAMEA2621191_METAG_INFNPDOM,82.2
TARA_SAMEA2621191_METAG_JOABIJEI,99.65
TARA_SAMEA2621191_METAG_KOACLFMB,95.75
TARA_SAMEA2621191_METAG_LMHNKBAF,100
TARA_SAMEA2621191_METAG_MEEJFHNA,98.7
TARA_SAMEA2621191_METAG_MJDMCHJO,99.68
TARA_SAMEA2621191_METAG_NKJIHIFM,88.88
TARA_SAMEA2621191_METAG_NNALOPNJ,99.84
TARA_SAMEA2621191_METAG_OGCKHLKJ,83.42
TARA_SAMEA2621191_METAG_OKJNGIAE,91.17
TARA_SAMEA2621191_METAG_POKGBONJ,92.82
TARA_SAMEA2621198_METAG_HCDNNKFC,75.09
TARA_SAMEA2621198_METAG_JAPPKILM,89.96
TARA_SAMEA2621198_METAG_MHICCMDF,84.11
TARA_SAMEA2621198_METAG_MIKEPJAE,96.66
TARA_SAMEA2621198_METAG_NHKNDBOB,93.13
TARA_SAMEA2621203_METAG_ALEMOIIO,90.79
TARA_SAMEA2621203_METAG_CNGIBAIJ,88.85
TARA_SAMEA2621203_METAG_FPCPONMB,86.74
TARA_SAMEA2621203_METAG_GHDFCCAL,79.46
TARA_SAMEA2621203_METAG_IEFLJMCG,86.39
TARA_SAMEA2621203_METAG_IHHMEPFD,86.94
TARA_SAMEA2621203_METAG_ILKBJEEN,96.53
TARA_SAMEA2621203_METAG_IMLJEMOM,76.82
TARA_SAMEA2621203_METAG_MGHEMMEL,76.85
TARA_SAMEA2621203_METAG_MLHPJOKL,76.5
TARA_SAMEA2621203_METAG_OBEBGOOI,84.29
TARA_SAMEA2621203_METAG_OICLLKAP,77.66
TARA_SAMEA2621203_METAG_OIOCIAKB,78.91
TARA_SAMEA2621204_METAG_ADKMBKIJ,85.92
TARA_SAMEA2621204_METAG_EABAAPJB,85.8
TARA_SAMEA2621204_METAG_FCKEOFCE,80.98
TARA_SAMEA2621204_METAG_GJAEEHCN,83.56
TARA_SAMEA2621204_METAG_IHADJLAL,78.15
TARA_SAMEA2621204_METAG_JCBGDCLA,84.55
TARA_SAMEA2621204_METAG_KJAMKBAM,82.4
TARA_SAMEA2621204_METAG_LCEDMFOG,78.46
TARA_SAMEA2621204_METAG_LONOPCNJ,88.95
TARA_SAMEA2621204_METAG_MMALNHGM,76.47
TARA_SAMEA2621204_METAG_NCHGFNFE,87.06
TARA_SAMEA2621204_METAG_NJGLLKBB,97.86
TARA_SAMEA2621204_METAG_NPDFCODL,87.8
TARA_SAMEA2621213_METAG_AAEHPKID,91.9
TARA_SAMEA2621213_METAG_AAEJBNEG,94.7
TARA_SAMEA2621213_METAG_AIGONHEG,91.85
TARA_SAMEA2621213_METAG_AJNKHAPD,91.97
TARA_SAMEA2621213_METAG_BGHOKKPC,97.08
TARA_SAMEA2621213_METAG_DIBPDECH,89.52
TARA_SAMEA2621213_METAG_FEOLLPHB,88.65
TARA_SAMEA2621213_METAG_IEELBDGF,77.96
TARA_SAMEA2621213_METAG_JEEIEFMO,98.97
TARA_SAMEA2621213_METAG_JEHJKPMI,83.19
TARA_SAMEA2621213_METAG_KIKBMEJG,78.84
TARA_SAMEA2621213_METAG_MABPLMKK,81.86
TARA_SAMEA2621213_METAG_MDPFKEIJ,97.61
TARA_SAMEA2621213_METAG_MNDFBMIL,98.46
TARA_SAMEA2621213_METAG_NMMNJHMH,95.66
TARA_SAMEA2621213_METAG_NNGNNKCK,89.28
TARA_SAMEA2621216_METAG_AJCOPIIB,92.72
TARA_SAMEA2621216_METAG_ANKHBPBN,80.57
TARA_SAMEA2621216_METAG_BMKOBLHB,91.65
TARA_SAMEA2621216_METAG_COJJBKMD,94.9
TARA_SAMEA2621216_METAG_DBGOPMHO,92.9
TARA_SAMEA2621216_METAG_DBODLHOP,92.56
TARA_SAMEA2621216_METAG_DIJMOGIJ,89.12
TARA_SAMEA2621216_METAG_ECAEAMPJ,81.72
TARA_SAMEA2621216_METAG_EICJLFEF,82.2
TARA_SAMEA2621216_METAG_ENDBMMKJ,93.67
TARA_SAMEA2621216_METAG_GPCKMPLA,94.21
TARA_SAMEA2621216_METAG_HBPPHFIC,92.18
TARA_SAMEA2621216_METAG_ICKIJPCP,94.12
TARA_SAMEA2621216_METAG_JKFDOBKO,85.05
TARA_SAMEA2621216_METAG_KLDLFAHB,84.68
TARA_SAMEA2621216_METAG_KOELIADL,90.85
TARA_SAMEA2621216_METAG_KPOPHNKP,86.48
TARA_SAMEA2621216_METAG_LCPHBNHL,81.43
TARA_SAMEA2621216_METAG_LGIENINJ,80.3
TARA_SAMEA2621216_METAG_LPGNMGOD,82.69
TARA_SAMEA2621216_METAG_MCCHOAAN,87.62
TARA_SAMEA2621216_METAG_MFALBMCH,75.92
TARA_SAMEA2621216_METAG_MPAIDOGO,90.42
TARA_SAMEA2621216_METAG_NBIFGODG,90.59
TARA_SAMEA2621216_METAG_NJHNGIAD,82.08
TARA_SAMEA2621216_METAG_NKOBPKGB,96.18
TARA_SAMEA2621216_METAG_OFFMGLFP,89.44
TARA_SAMEA2621216_METAG_OGEOFNGG,97.19
TARA_SAMEA2621216_METAG_ONLLJHPN,93.2
TARA_SAMEA2621221_METAG_AFPNPCON,93.21
TARA_SAMEA2621221_METAG_APKPEAPF,88.73
TARA_SAMEA2621221_METAG_BHGHGNNC,92
TARA_SAMEA2621221_METAG_CADAAFFL,86.39
TARA_SAMEA2621221_METAG_CDBJJPBC,84.35
TARA_SAMEA2621221_METAG_CJBONMGE,77.04
TARA_SAMEA2621221_METAG_CMKPDAPL,90.12
TARA_SAMEA2621221_METAG_COJLDLLC,80.77
TARA_SAMEA2621221_METAG_DADHDCHE,95.65
TARA_SAMEA2621221_METAG_DCJBCIMH,91.54
TARA_SAMEA2621221_METAG_DLONKAGD,84.65
TARA_SAMEA2621221_METAG_EJBNAKIN,87.87
TARA_SAMEA2621221_METAG_FGHHPIGE,81.49
TARA_SAMEA2621221_METAG_FMEBBFHA,78.81
TARA_SAMEA2621221_METAG_FMFOKGND,94.04
TARA_SAMEA2621221_METAG_GBNEPLBK,92.56
TARA_SAMEA2621221_METAG_HDBMEPOM,82.92
TARA_SAMEA2621221_METAG_HEHENJAP,89.53
TARA_SAMEA2621221_METAG_HPDINNDB,96.44
TARA_SAMEA2621221_METAG_IBLIFLCB,76.46
TARA_SAMEA2621221_METAG_ICBHCBPH,79.72
TARA_SAMEA2621221_METAG_IHOFECDD,90.15
TARA_SAMEA2621221_METAG_JENNBDKK,92.54
TARA_SAMEA2621221_METAG_JGMDINNE,91.74
TARA_SAMEA2621221_METAG_KGPPKCMI,76.99
TARA_SAMEA2621221_METAG_MFKGECAM,84.13
TARA_SAMEA2621221_METAG_NJDFPJFN,93.4
TARA_SAMEA2621221_METAG_NKIINBEK,91.51
TARA_SAMEA2621221_METAG_OBELDNIE,93.5
TARA_SAMEA2621221_METAG_ODHKKLDC,84.05
TARA_SAMEA2621221_METAG_ODIICDFG,94.87
TARA_SAMEA2621222_METAG_AEHFOHHD,97.86
TARA_SAMEA2621222_METAG_ALLKMNAK,75.29
TARA_SAMEA2621222_METAG_APBIOLEJ,90.38
TARA_SAMEA2621222_METAG_BCJFBIIB,89.79
TARA_SAMEA2621222_METAG_BDOHCPHE,90.68
TARA_SAMEA2621222_METAG_CCOPFDJP,90.06
TARA_SAMEA2621222_METAG_CEOPIGAK,82.22
TARA_SAMEA2621222_METAG_CMGOBIPO,83.68
TARA_SAMEA2621222_METAG_CNGLJLMB,89.6
TARA_SAMEA2621222_METAG_CONFCAFG,76.12
TARA_SAMEA2621222_METAG_DCGGIKNM,96.26
TARA_SAMEA2621222_METAG_DDAOECFB,86.26
TARA_SAMEA2621222_METAG_DGLCEMDP,95.14
TARA_SAMEA2621222_METAG_DKPMEIAN,91.84
TARA_SAMEA2621222_METAG_FONNKJAM,90.82
TARA_SAMEA2621222_METAG_HEGHLCDD,93.35
TARA_SAMEA2621222_METAG_ICAHACJH,81.68
TARA_SAMEA2621222_METAG_IFIFNDCH,94.79
TARA_SAMEA2621222_METAG_IGJMIHLH,91.66
TARA_SAMEA2621222_METAG_IHMNJDLG,92.42
TARA_SAMEA2621222_METAG_JBHPJLMB,85.58
TARA_SAMEA2621222_METAG_JEMGHBAI,84.6
TARA_SAMEA2621222_METAG_JFBGBJDD,93.75
TARA_SAMEA2621222_METAG_KIMAAFHF,80.64
TARA_SAMEA2621222_METAG_KKDEGGHP,94.12
TARA_SAMEA2621222_METAG_LHBCNJKN,90.52
TARA_SAMEA2621222_METAG_MFFIGDJC,92.64
TARA_SAMEA2621222_METAG_MJDMHFMJ,77.36
TARA_SAMEA2621222_METAG_MPFCLKBF,83.43
TARA_SAMEA2621222_METAG_NNLAPKNI,79.56
TARA_SAMEA2621222_METAG_PAFAIJMA,79.65
TARA_SAMEA2621229_METAG_BICILOJM,81.03
TARA_SAMEA2621229_METAG_CGNFBGCF,96.76
TARA_SAMEA2621229_METAG_DGJFBDNN,88.65
TARA_SAMEA2621229_METAG_EKLPGNDD,95.38
TARA_SAMEA2621229_METAG_FKKBCPGE,75.54
TARA_SAMEA2621229_METAG_GBFBNBDJ,99.57
TARA_SAMEA2621229_METAG_GLOJJILA,95.1
TARA_SAMEA2621229_METAG_GMEICKHC,80.47
TARA_SAMEA2621229_METAG_IKGOKMGN,81.08
TARA_SAMEA2621229_METAG_JAPGJOID,94.93
TARA_SAMEA2621229_METAG_LADBHJDI,91.9
TARA_SAMEA2621229_METAG_NCGBJPLF,78.2
TARA_SAMEA2621229_METAG_NLIKONGB,98.62
TARA_SAMEA2621229_METAG_OEEKLJFI,80.32
TARA_SAMEA2621232_METAG_ACFPFBIO,88.01
TARA_SAMEA2621232_METAG_AICMFHKD,92.73
TARA_SAMEA2621232_METAG_ALMAEEJK,77.61
TARA_SAMEA2621232_METAG_BMGMOOFP,95.08
TARA_SAMEA2621232_METAG_CLBAEFDM,83.41
TARA_SAMEA2621232_METAG_FIFLKHND,98.3
TARA_SAMEA2621232_METAG_FLEHNMGF,97.19
TARA_SAMEA2621232_METAG_FNNNMJNL,98.74
TARA_SAMEA2621232_METAG_FOPCHFIO,86.65
TARA_SAMEA2621232_METAG_GBGPEPCD,84.1
TARA_SAMEA2621232_METAG_GCKKPACL,85.2
TARA_SAMEA2621232_METAG_HMLOCAJC,91.58
TARA_SAMEA2621232_METAG_IKCCEDIK,80.41
TARA_SAMEA2621232_METAG_ILBGPGOB,76.46
TARA_SAMEA2621232_METAG_IPHLIONH,91.56
TARA_SAMEA2621232_METAG_JIACGPBC,88.35
TARA_SAMEA2621232_METAG_JNKIOFLF,92.6
TARA_SAMEA2621232_METAG_KIALKPLO,75.38
TARA_SAMEA2621232_METAG_LFHKKFMK,85.79
TARA_SAMEA2621232_METAG_LJDCFJLN,89.28
TARA_SAMEA2621232_METAG_LJMEFAOK,76.29
TARA_SAMEA2621232_METAG_LKPFAFNM,77.25
TARA_SAMEA2621232_METAG_LOICPDDG,82.81
TARA_SAMEA2621232_METAG_MEPCOKGI,87.7
TARA_SAMEA2621232_METAG_MHFHJELJ,87.06
TARA_SAMEA2621232_METAG_MJNPEMOJ,76.84
TARA_SAMEA2621232_METAG_MODLLLNB,91.26
TARA_SAMEA2621232_METAG_NDILCKEH,92.18
TARA_SAMEA2621232_METAG_NJLGNJEH,92.18
TARA_SAMEA2621232_METAG_NMAMFLCK,80.14
TARA_SAMEA2621232_METAG_OEJANBLF,97.66
TARA_SAMEA2621232_METAG_OFIAGHJH,85.44
TARA_SAMEA2621232_METAG_PCMPGFFI,81.57
TARA_SAMEA2621232_METAG_PENOPEDB,79.9
TARA_SAMEA2621232_METAG_PLNAJDND,83.13
TARA_SAMEA2621232_METAG_PPFEAGDP,85.79
TARA_SAMEA2621242_METAG_AEBAJCCD,86.27
TARA_SAMEA2621242_METAG_AIOKPNEJ,91.36
TARA_SAMEA2621242_METAG_AOBACFJI,88.88
TARA_SAMEA2621242_METAG_CAFFBPBO,90.3
TARA_SAMEA2621242_METAG_CODGKNOG,85.94
TARA_SAMEA2621242_METAG_DFHNPMGP,98.96
TARA_SAMEA2621242_METAG_DIAHKJHJ,90.1
TARA_SAMEA2621242_METAG_EEHFDOGH,85.65
TARA_SAMEA2621242_METAG_FBMJIAKN,97.81
TARA_SAMEA2621242_METAG_FDJMEMBE,81.35
TARA_SAMEA2621242_METAG_FGBAIFLG,76.56
TARA_SAMEA2621242_METAG_FGOJGGEL,93.15
TARA_SAMEA2621242_METAG_FJHLPMAM,88.15
TARA_SAMEA2621242_METAG_FPLNOMFG,89.58
TARA_SAMEA2621242_METAG_GBIOEBGP,77.3
TARA_SAMEA2621242_METAG_GDCOCGFJ,89.78
TARA_SAMEA2621242_METAG_GDMEHIBJ,92.78
TARA_SAMEA2621242_METAG_GKBNFHEN,99.2
TARA_SAMEA2621242_METAG_GMIEJGMJ,91.26
TARA_SAMEA2621242_METAG_GMLNLIJP,80.19
TARA_SAMEA2621242_METAG_GNEALDBF,89.54
TARA_SAMEA2621242_METAG_HAACFJFP,80.95
TARA_SAMEA2621242_METAG_HEAAMFCE,97.51
TARA_SAMEA2621242_METAG_HOBIHNJG,99.46
TARA_SAMEA2621242_METAG_IEOMPJEB,99.24
TARA_SAMEA2621242_METAG_IFENFDOM,98.46
TARA_SAMEA2621242_METAG_IGKBIANC,88.47
TARA_SAMEA2621242_METAG_JAGFKKLK,97.49
TARA_SAMEA2621242_METAG_JDLPNCFM,94.92
TARA_SAMEA2621242_METAG_JDPCKNJD,98.53
TARA_SAMEA2621242_METAG_KCIFBCJK,81.61
TARA_SAMEA2621242_METAG_KGAEPMHG,87.42
TARA_SAMEA2621242_METAG_MLAFPOHO,88.98
TARA_SAMEA2621242_METAG_OHGLNCMH,99.46
TARA_SAMEA2621242_METAG_OOMMJIKI,92.19
TARA_SAMEA2621242_METAG_PGFFALEF,82.06
TARA_SAMEA2621242_METAG_PGLCLPKG,84.94
TARA_SAMEA2621242_METAG_PNDLKBPD,98.99
TARA_SAMEA2621247_METAG_ACCPMPPG,99.53
TARA_SAMEA2621247_METAG_BFIJLOGC,82.81
TARA_SAMEA2621247_METAG_BNMKABCC,92.9
TARA_SAMEA2621247_METAG_DLOKOAGL,94.92
TARA_SAMEA2621247_METAG_DOJCOOOH,100
TARA_SAMEA2621247_METAG_EBHECKBE,95.06
TARA_SAMEA2621247_METAG_FEJNMHAC,100
TARA_SAMEA2621247_METAG_FOKJHEGI,80.05
TARA_SAMEA2621247_METAG_HJKOCAEK,98.77
TARA_SAMEA2621247_METAG_IFPFKPKD,88.46
TARA_SAMEA2621247_METAG_ILHOMMDB,92.35
TARA_SAMEA2621247_METAG_IMMEPKJM,92.65
TARA_SAMEA2621247_METAG_KFBLDENE,98.44
TARA_SAMEA2621247_METAG_KPLCKDGO,90.32
TARA_SAMEA2621247_METAG_NOOBCFIB,93.8
TARA_SAMEA2621247_METAG_NPJDFJGK,99.24
TARA_SAMEA2621247_METAG_OMELJKJA,97.9
TARA_SAMEA2621254_METAG_EEMDCLJJ,90.32
TARA_SAMEA2621254_METAG_JDCAMDEP,96.3
TARA_SAMEA2621254_METAG_KMJMGLDI,82.89
TARA_SAMEA2621254_METAG_LECKILHI,85.71
TARA_SAMEA2621259_METAG_CHIBACPF,85.21
TARA_SAMEA2621259_METAG_CPACCDJG,91.7
TARA_SAMEA2621259_METAG_FBKPAGOO,80.8
TARA_SAMEA2621259_METAG_JBJDJDPN,81.69
TARA_SAMEA2621259_METAG_NCGFKAJC,76.04
TARA_SAMEA2621259_METAG_NGKLMMLI,84.84
TARA_SAMEA2621259_METAG_OEJBCLFK,80
TARA_SAMEA2621259_METAG_OOAMCINK,84.95
TARA_SAMEA2621259_METAG_PHDMMIEN,94.54
TARA_SAMEA2621260_METAG_ACDBAPEE,83.65
TARA_SAMEA2621260_METAG_AJLJEBEE,84.22
TARA_SAMEA2621260_METAG_BLDANMAH,84.84
TARA_SAMEA2621260_METAG_BPJLPINF,75.53
TARA_SAMEA2621260_METAG_CJNEDGMI,86.38
TARA_SAMEA2621260_METAG_CPDGLFIF,79.66
TARA_SAMEA2621260_METAG_DLGLLJNO,94.24
TARA_SAMEA2621260_METAG_DPBPHFCG,84.78
TARA_SAMEA2621260_METAG_EBCKMCEJ,85.52
TARA_SAMEA2621260_METAG_ECGPAFED,94.86
TARA_SAMEA2621260_METAG_EMMGMDII,91.57
TARA_SAMEA2621260_METAG_GADOCIOF,84.57
TARA_SAMEA2621260_METAG_GMLPNFLP,78.27
TARA_SAMEA2621260_METAG_NHGAOCKL,80.5
TARA_SAMEA2621260_METAG_OFPAFNIP,89.22
TARA_SAMEA2621260_METAG_OGOIGPKJ,94.78
TARA_SAMEA2621260_METAG_OHBHNBJK,79.6
TARA_SAMEA2621260_METAG_OHDGGOPB,87.5
TARA_SAMEA2621260_METAG_PGCMGLNP,85.54
TARA_SAMEA2621260_METAG_PLACCIAA,96.85
TARA_SAMEA2621260_METAG_POCDJBFE,75.06
TARA_SAMEA2621260_METAG_PPDGCGCM,90.04
TARA_SAMEA2621271_METAG_BHECBMAO,98.98
TARA_SAMEA2621271_METAG_BHKEHIPM,84.45
TARA_SAMEA2621271_METAG_CBLNLHJG,81.61
TARA_SAMEA2621271_METAG_HBKPNFNJ,98.84
TARA_SAMEA2621271_METAG_INEEGEBM,100
TARA_SAMEA2621271_METAG_JBMDAMLJ,95.07
TARA_SAMEA2621271_METAG_MCFHAJNC,85.79
TARA_SAMEA2621271_METAG_PIDLIANN,82.63
TARA_SAMEA2621272_METAG_AJKHIIII,80.37
TARA_SAMEA2621272_METAG_AKENJOIK,92.72
TARA_SAMEA2621272_METAG_AMCOAAOG,87.28
TARA_SAMEA2621272_METAG_BNMFLDBG,80.48
TARA_SAMEA2621272_METAG_DIKIOEPJ,76.74
TARA_SAMEA2621272_METAG_DNBJPIPE,93.79
TARA_SAMEA2621272_METAG_EAEHPIBE,80.87
TARA_SAMEA2621272_METAG_EHAEELFH,83.58
TARA_SAMEA2621272_METAG_EKHCCLLF,78.01
TARA_SAMEA2621272_METAG_EKLMMPJH,86.38
TARA_SAMEA2621272_METAG_FCFCOBCJ,94.38
TARA_SAMEA2621272_METAG_FFCCJPDE,99.25
TARA_SAMEA2621272_METAG_GHMMLNFH,76
TARA_SAMEA2621272_METAG_GNEPODJB,94.57
TARA_SAMEA2621272_METAG_HGBKLAMB,94.89
TARA_SAMEA2621272_METAG_IBCPDKBE,90.6
TARA_SAMEA2621272_METAG_IONJJNJO,85.1
TARA_SAMEA2621272_METAG_JHDKFIOH,83.04
TARA_SAMEA2621272_METAG_JIMIJJCG,79.17
TARA_SAMEA2621272_METAG_LKFMFFDI,98.74
TARA_SAMEA2621272_METAG_LODNDPBB,86.08
TARA_SAMEA2621272_METAG_LOLICIOM,90.62
TARA_SAMEA2621272_METAG_MHGHOFNP,87.84
TARA_SAMEA2621272_METAG_MKLEGMLG,83.46
TARA_SAMEA2621272_METAG_MMNAHIJO,83.02
TARA_SAMEA2621272_METAG_MODGICJE,83.52
TARA_SAMEA2621272_METAG_NBLOMKMN,92.9
TARA_SAMEA2621272_METAG_NENGECCK,75.1
TARA_SAMEA2621272_METAG_NGEHNNNM,93.72
TARA_SAMEA2621272_METAG_PLFIJCMJ,77.04
TARA_SAMEA2621277_METAG_AFFBPLFN,86.43
TARA_SAMEA2621277_METAG_AHLMOLEF,89.44
TARA_SAMEA2621277_METAG_BEGOJJHC,79.15
TARA_SAMEA2621277_METAG_BKCLJLDA,76.5
TARA_SAMEA2621277_METAG_BNBFHGIB,75.65
TARA_SAMEA2621277_METAG_CFLCHGGP,93.7
TARA_SAMEA2621277_METAG_DABJKICM,91.84
TARA_SAMEA2621277_METAG_DBGPCLHD,84.31
TARA_SAMEA2621277_METAG_DGJKBAEL,80.94
TARA_SAMEA2621277_METAG_DODNFDBE,87.96
TARA_SAMEA2621277_METAG_EBBBNHIL,86.48
TARA_SAMEA2621277_METAG_EDGAFOGJ,97.5
TARA_SAMEA2621277_METAG_EMELNMCC,83.62
TARA_SAMEA2621277_METAG_GEIJAIMG,89.45
TARA_SAMEA2621277_METAG_GFKFOMBI,76.84
TARA_SAMEA2621277_METAG_GJFLELGL,76.76
TARA_SAMEA2621277_METAG_HBNIMCIA,91.88
TARA_SAMEA2621277_METAG_IHFJHONB,81.46
TARA_SAMEA2621277_METAG_ILDPBJGM,96.24
TARA_SAMEA2621277_METAG_JANMBIJC,84.23
TARA_SAMEA2621277_METAG_JBNFLJGD,89.99
TARA_SAMEA2621277_METAG_KGJPGLNK,83.72
TARA_SAMEA2621277_METAG_KJGCIBHL,85.99
TARA_SAMEA2621277_METAG_KMCKJLIC,93.75
TARA_SAMEA2621277_METAG_KNMBCIPJ,82.78
