"","Genome","Cysteine.Biosynthesis","SO4thiosulfate.transporter","Methionine.Synthesis","Methionine.Transport","Cysteine.Degradation","Methionine.Degradation","Methionine.Salvage.Part.1","Methionine.Salvage.Part.2","Methionine.Salvage.Fusion.Enzyme","Methionine.Salvage.Anaerobic.Isoprenoid.Shunt","Methionine.Salvage.Anaerobic.Degradation.of.MTRu1P","Methionine...N.Acyl.L.homoserine.lactone","Glutathione.Synthesis","Glutathione.Transporter","DHPS.Transporter","DHPS.Degradation","DMSP.degradation","Taurine.Transport","Taurine.Degradation","Hypotaurine.Degradation","Isethionate.Transport","N.acetyltaurine.Transport","DOS.Misc.Degradation.2","DOS.Misc.Degradation.3","DOS.Misc.Degradation.4","Choline.O.sulfate.Degradation","Choline.O.sulfate.Transport","Cysteate.Degradation","Biotin.Transport","Biotin.Degradation","Coenzyme.A.Degradation","Methanethiol.Degradation","Methanethiol.Synthesis","X3.Mercaptopyruvate.Degradation","Glutathione.disulfide.degradation.and.synthesis","Dimethylsulfoxide.Degradation","Dimethylsulfone.Degradation","Methanesulfonate.Degradation","Sulfolactate.degradation","Sulfopyruvate.Degradation","Sulfoacetaldehyde.Degradation","S.adenosyl.L.homocysteine.degradation"
"MARD_SAMN04487907_REFG_MMP04487907","MARD_SAMN04487907_REFG_MMP04487907",1,0,1,0,1,1,0.2,0.2,0,0.666666666666667,1,0,0.5,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2620106_METAG_BLEMCLDN","TARA_SAMEA2620106_METAG_BLEMCLDN",0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MARD_SAMN04487989_REFG_MMP04487989","MARD_SAMN04487989_REFG_MMP04487989",1,0,1,0,1,1,0.333333333333333,0,0,0.333333333333333,0,0,0.5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
"MARD_SAMN04488011_REFG_MMP04488011","MARD_SAMN04488011_REFG_MMP04488011",1,0,1,0,1,1,1,0,0,0.666666666666667,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"MARD_SAMN04488012_REFG_MMP04488012","MARD_SAMN04488012_REFG_MMP04488012",1,0,1,0,1,1,1,0,0,0.666666666666667,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"MARD_SAMN04488035_REFG_MMP04488035","MARD_SAMN04488035_REFG_MMP04488035",1,1,1,1,1,1,0.4,0.2,0,0.333333333333333,1,0,0.5,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2620106_METAG_EBFDHBPD","TARA_SAMEA2620106_METAG_EBFDHBPD",0,0,0.25,0,1,0,0.4,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MARD_SAMN04488070_REFG_MMP04488070","MARD_SAMN04488070_REFG_MMP04488070",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333333333,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1
"MARD_SAMN04488129_REFG_MMP04488129","MARD_SAMN04488129_REFG_MMP04488129",1,0,1,1,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0.666666666666667,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"MARD_SAMN04488139_REFG_MMP04488139","MARD_SAMN04488139_REFG_MMP04488139",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333333333,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1
"MARD_SAMN04489722_REFG_MMP04489722","MARD_SAMN04489722_REFG_MMP04489722",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"MARD_SAMN05192570_REFG_MMP05192570","MARD_SAMN05192570_REFG_MMP05192570",1,0,1,1,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1
"MARD_SAMN05216234_REFG_MMP05216234","MARD_SAMN05216234_REFG_MMP05216234",1,0,1,0,1,0.333333333333333,0.6,0.2,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MARD_SAMN05216261_REFG_MMP05216261","MARD_SAMN05216261_REFG_MMP05216261",1,0,1,0,1,1,0.333333333333333,0,0,0.333333333333333,1,0,0.5,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"MARD_SAMN05216293_REFG_MMP05216293","MARD_SAMN05216293_REFG_MMP05216293",1,0,1,0,1,1,0.2,0.2,0,0.666666666666667,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"MARD_SAMN05216474_REFG_MMP05216474","MARD_SAMN05216474_REFG_MMP05216474",1,0,1,0,1,1,0.6,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"MARD_SAMN05216480_REFG_MMP05216480","MARD_SAMN05216480_REFG_MMP05216480",1,0,1,0,1,1,0.5,0,0,0.666666666666667,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1
"MARD_SAMN05421831_REFG_MMP05421831","MARD_SAMN05421831_REFG_MMP05421831",1,0,1,0,1,1,1,0.75,0,0.333333333333333,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"MARD_SAMN05443431_REFG_MMP05443431","MARD_SAMN05443431_REFG_MMP05443431",1,0,1,0,1,1,0.666666666666667,0.2,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"MARD_SAMN05444148_REFG_MMP05444148","MARD_SAMN05444148_REFG_MMP05444148",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,0,0,0.5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
"MARD_SAMN05444281_REFG_MMP05444281","MARD_SAMN05444281_REFG_MMP05444281",1,0,1,0,1,1,0.333333333333333,0.2,0,0.666666666666667,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
"MARD_SAMN05444287_REFG_MMP05444287","MARD_SAMN05444287_REFG_MMP05444287",1,0,1,0,1,1,0.4,0.2,0,0.666666666666667,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"MARD_SAMN05444353_REFG_MMP05444353","MARD_SAMN05444353_REFG_MMP05444353",1,0,1,0,1,1,0.2,0.2,0,0.666666666666667,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"MARD_SAMN05444421_REFG_MMP05444421","MARD_SAMN05444421_REFG_MMP05444421",1,0,1,0,1,1,0.4,0.2,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0.333333333333333,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1
"MARD_SAMN05444483_REFG_MMP05444483","MARD_SAMN05444483_REFG_MMP05444483",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"MARD_SAMN05660413_REFG_MMP05660413","MARD_SAMN05660413_REFG_MMP05660413",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"MARD_SAMD00000349_REFG_MMP00000349","MARD_SAMD00000349_REFG_MMP00000349",1,0,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.2,0,0,1,0,0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"MARD_SAMEA3214536_REFG_MMP3214536","MARD_SAMEA3214536_REFG_MMP3214536",1,0,1,0,1,0.333333333333333,0.4,0.2,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"MARD_SAMEA3368573_SAGS_MMP3368573","MARD_SAMEA3368573_SAGS_MMP3368573",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,0,0,0.5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"MARD_SAMEA3500511_REFG_MMP3500511","MARD_SAMEA3500511_REFG_MMP3500511",1,1,1,0,1,1,1,0.75,0,0.333333333333333,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0.666666666666667,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"MARD_SAMN01942250_REFG_MMP01942250","MARD_SAMN01942250_REFG_MMP01942250",1,1,1,1,1,0.666666666666667,0.8,0.4,0.5,0.666666666666667,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0
"MARD_SAMN01942309_REFG_MMP01942309","MARD_SAMN01942309_REFG_MMP01942309",1,1,1,1,1,0.666666666666667,0.8,0.4,0.5,0.666666666666667,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN02441634_SAGS_MMP02441634","MARD_SAMN02441634_SAGS_MMP02441634",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1
"MARD_SAMN02469595_REFG_MMP02469595","MARD_SAMN02469595_REFG_MMP02469595",1,0,1,0,1,0.666666666666667,0.4,0.2,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MARD_SAMN02470140_REFG_MMP02470140","MARD_SAMN02470140_REFG_MMP02470140",1,0,1,0,1,1,0.2,0.2,0,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"MARD_SAMN02671329_SAGS_MMP02671329","MARD_SAMN02671329_SAGS_MMP02671329",1,0,1,0,1,1,0.8,0.2,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"MARD_SAMN02671339_SAGS_MMP02671339","MARD_SAMN02671339_SAGS_MMP02671339",1,0,1,0,1,0.333333333333333,0.8,0.2,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"MARD_SAMN02671349_SAGS_MMP02671349","MARD_SAMN02671349_SAGS_MMP02671349",1,0,1,0,1,1,0.8,0.2,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"MARD_SAMN02671375_SAGS_MMP02671375","MARD_SAMN02671375_SAGS_MMP02671375",1,0,1,0,1,1,0.8,0.2,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"MARD_SAMN02671377_SAGS_MMP02671377","MARD_SAMN02671377_SAGS_MMP02671377",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"MARD_SAMN02671389_SAGS_MMP02671389","MARD_SAMN02671389_SAGS_MMP02671389",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"MARD_SAMN02671392_SAGS_MMP02671392","MARD_SAMN02671392_SAGS_MMP02671392",1,0,1,0,1,0.333333333333333,0.6,0.2,0,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"MARD_SAMN02671393_SAGS_MMP02671393","MARD_SAMN02671393_SAGS_MMP02671393",1,0,1,0,1,1,0.8,0.2,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2620106_METAG_FBCJLDPL","TARA_SAMEA2620106_METAG_FBCJLDPL",0.5,0,0.25,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MARD_SAMN08917691_REFG_MMP08917691","MARD_SAMN08917691_REFG_MMP08917691",1,0,1,0,1,0.333333333333333,0.5,0.2,0,0.666666666666667,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0.666666666666667,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0
"MARD_SAMN08997837_REFG_MMP08997837","MARD_SAMN08997837_REFG_MMP08997837",1,0,1,0,1,1,0.4,0,0,0.333333333333333,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"MARD_SAMN09074750_REFG_MMP09074750","MARD_SAMN09074750_REFG_MMP09074750",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,1,1,0,1,0.333333333333333,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"MARD_SAMN09074796_REFG_MMP09074796","MARD_SAMN09074796_REFG_MMP09074796",1,0,1,0,1,1,0.5,0.2,0,0.333333333333333,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"MARD_SAMN09074955_REFG_MMP09074955","MARD_SAMN09074955_REFG_MMP09074955",1,1,1,0,1,0.333333333333333,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0
"MARD_SAMN09074958_REFG_MMP09074958","MARD_SAMN09074958_REFG_MMP09074958",1,0,1,0,1,0.666666666666667,0.6,0.4,0.5,0.333333333333333,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0.666666666666667,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0
"TARA_SAMEA2620035_METAG_NJLGCJKH","TARA_SAMEA2620035_METAG_NJLGCJKH",0.5,0,0,0,1,1,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2620035_METAG_KHHJFNPJ","TARA_SAMEA2620035_METAG_KHHJFNPJ",1,0,1,0,1,1,1,0.2,0,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"MARD_SAMN09767239_REFG_MMP09767239","MARD_SAMN09767239_REFG_MMP09767239",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,0,0,0.5,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"MARD_SAMN10130974_REFG_MMP10130974","MARD_SAMN10130974_REFG_MMP10130974",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"MARD_SAMN02927937_REFG_MMP02927937","MARD_SAMN02927937_REFG_MMP02927937",1,0,1,0,1,1,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.333333333333333,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
"MARD_SAMN04487892_REFG_MMP04487892","MARD_SAMN04487892_REFG_MMP04487892",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2619970_METAG_DNAIOEEH","TARA_SAMEA2619970_METAG_DNAIOEEH",0.5,0,0,0,1,1,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2619970_METAG_DKMJMNEJ","TARA_SAMEA2619970_METAG_DKMJMNEJ",1,0,0.5,0,1,1,0.5,0.2,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"MARD_SAMN04487990_REFG_MMP04487990","MARD_SAMN04487990_REFG_MMP04487990",1,0,1,0,1,1,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
"MARD_SAMN04488140_REFG_MMP04488140","MARD_SAMN04488140_REFG_MMP04488140",1,0,1,0,1,1,0.333333333333333,0.2,0,0.666666666666667,0,0,0.5,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"MARD_SAMN04488568_REFG_MMP04488568","MARD_SAMN04488568_REFG_MMP04488568",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0.333333333333333,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1
"MARD_SAMN05216294_REFG_MMP05216294","MARD_SAMN05216294_REFG_MMP05216294",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
"MARD_SAMN05216571_REFG_MMP05216571","MARD_SAMN05216571_REFG_MMP05216571",1,0,1,1,1,1,1,0.75,0,0.333333333333333,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"MARD_SAMN05251087_REFG_MMP05251087","MARD_SAMN05251087_REFG_MMP05251087",1,0,1,0,1,1,1,0,0,0.333333333333333,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
"MARD_SAMN05327868_REFG_MMP05327868","MARD_SAMN05327868_REFG_MMP05327868",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"MARD_SAMN05421637_REFG_MMP05421637","MARD_SAMN05421637_REFG_MMP05421637",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,1,0,0.5,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
"MARD_SAMN05444285_REFG_MMP05444285","MARD_SAMN05444285_REFG_MMP05444285",1,0,1,0,1,1,0.666666666666667,0,0,0.333333333333333,1,0,0.5,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"MARD_SAMN05915707_REFG_MMP05915707","MARD_SAMN05915707_REFG_MMP05915707",1,0,1,0,1,1,0.5,0.2,0,0.666666666666667,0,0,0.5,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
"MARD_SAMN08366825_REFG_MMP08366825","MARD_SAMN08366825_REFG_MMP08366825",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0.333333333333333,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1
"MARD_SAMN08848610_REFG_MMP08848610","MARD_SAMN08848610_REFG_MMP08848610",1,0,1,1,1,0.666666666666667,0.4,0.2,0,0.333333333333333,0,0,0.5,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"MARD_SAMN08903215_REFG_MMP08903215","MARD_SAMN08903215_REFG_MMP08903215",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0.333333333333333,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1
"MARD_SAMN08913591_REFG_MMP08913591","MARD_SAMN08913591_REFG_MMP08913591",1,0,1,1,1,0.333333333333333,1,1,0.5,0.666666666666667,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0.333333333333333,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
"MARD_SAMN08970498_REFG_MMP08970498","MARD_SAMN08970498_REFG_MMP08970498",1,1,1,0,1,1,0.4,0.4,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"MARD_SAMN09228019_REFG_MMP09228019","MARD_SAMN09228019_REFG_MMP09228019",1,0,1,0,1,1,0.2,0.2,0,0.333333333333333,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1
"MARD_SAMN09228975_REFG_MMP09228975","MARD_SAMN09228975_REFG_MMP09228975",1,1,1,0,1,1,1,0.75,0,0.666666666666667,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0.333333333333333,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"MARD_SAMN09499650_REFG_MMP09499650","MARD_SAMN09499650_REFG_MMP09499650",1,0,1,0,1,1,0.5,0.2,0,0.333333333333333,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1
"MARD_SAMN05417999_REFG_MMP05417999","MARD_SAMN05417999_REFG_MMP05417999",1,0,1,1,1,0.666666666666667,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418000_REFG_MMP05418000","MARD_SAMN05418000_REFG_MMP05418000",1,0,1,1,1,0.333333333333333,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418003_REFG_MMP05418003","MARD_SAMN05418003_REFG_MMP05418003",1,0,1,1,1,0.666666666666667,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418004_REFG_MMP05418004","MARD_SAMN05418004_REFG_MMP05418004",1,0,1,1,1,0.666666666666667,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418006_REFG_MMP05418006","MARD_SAMN05418006_REFG_MMP05418006",1,0,1,1,1,0.666666666666667,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418009_REFG_MMP05418009","MARD_SAMN05418009_REFG_MMP05418009",1,0,1,1,1,0.333333333333333,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418010_REFG_MMP05418010","MARD_SAMN05418010_REFG_MMP05418010",1,0,1,1,1,0.666666666666667,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418011_REFG_MMP05418011","MARD_SAMN05418011_REFG_MMP05418011",1,0,1,1,1,0.333333333333333,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418016_REFG_MMP05418016","MARD_SAMN05418016_REFG_MMP05418016",1,0,1,1,1,0.333333333333333,0.4,0.4,0.5,0.333333333333333,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418017_REFG_MMP05418017","MARD_SAMN05418017_REFG_MMP05418017",1,0,1,1,1,0.333333333333333,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418018_REFG_MMP05418018","MARD_SAMN05418018_REFG_MMP05418018",1,0,1,1,1,0.333333333333333,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418048_REFG_MMP05418048","MARD_SAMN05418048_REFG_MMP05418048",1,0,1,1,1,0.333333333333333,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418049_REFG_MMP05418049","MARD_SAMN05418049_REFG_MMP05418049",1,0,1,1,1,0.333333333333333,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418063_REFG_MMP05418063","MARD_SAMN05418063_REFG_MMP05418063",1,0,1,1,1,0.333333333333333,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"MARD_SAMN05418064_REFG_MMP05418064","MARD_SAMN05418064_REFG_MMP05418064",1,0,1,1,1,0.666666666666667,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
