"","Step1:K00812","Step1:K00813","Step1:K11358","Step1:K14454","Step1:K00811","Step1:K14455","Step2:K17950","Step3:K05884","Step4:K16845","Step4:K16846"
"TARA_SAMEA2622822_METAG_PBOMBAPG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_KIAPIGFB",0,0,0,0,0,0,0,1,0,0
"TARA_SAMEA2622822_METAG_KGNHGHNB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_ACGBCIPC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_JMAKJBEF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_PPEPLHJD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_KHPMEDOP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_DCGILOOC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_ENJHHDEF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_CGAFIPGJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_CPGMGFFM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_JODKFBIC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_DODNIHCG",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_ENPJMAFC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_IHJOFOMI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_EGPDDNLC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_JBHJGGKH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_DBIPFLGM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_KJGPOEJH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_JGOGPDLE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_JBIEJFIB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619678_METAG_JEHPCGMI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_LFBKLODK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_IBLHHNDG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619678_METAG_FJLGONAI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_FMBDBHML",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_JAECMCCB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_OOAHGLNF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_FGEGIBDE",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_AMONOEJN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_FIHIFGGB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_GMHBKMAI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_GLKEAEPJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_COBANFBO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_LDCAOINI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_KGBGLCML",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_FLCFAJCA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_MJMGIHDM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_MKCIHLBL",1,0,0,0,0,0,0,1,0,0
"TARA_SAMEA2622822_METAG_OOPELNDP",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_JIHKFOGF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_CEIMONIJ",1,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_MKFHKELK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_GIHPBJLA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_MEBIEAKE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_POIMECNF",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_LJBEBHIN",0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_DAPOALAA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619678_METAG_GEJNDFPM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_JELANFAI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_IDNHKCHP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_BNHOOGOD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_CCJNALJJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_JBEGBFEE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_FOGCHJII",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_KNIFGGDP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_EJALFBAP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_BOFABEGC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_FMPHDMDO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_ELINGBAA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_DCPFGILA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_CIEOKIEP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_EDICNOBI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_CENEDMKB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_KBPNGAMH",1,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_BAJNOLEA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_NGCJJLAN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_EKIJMOJA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_KDMPDCHE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_POHFLGFG",1,0,0,0,0,0,1,0,0,0
"TARA_SAMEA2622822_METAG_IPBNPJEF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_GEKICFDO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_DFIAAHBH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_GPEDNHIC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622568_METAG_OJCOEJNM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_OEECLBBC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_OFPAFNIP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_BFAHDJLM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_BKOGAJNH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_LKOIFGFM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_JCKHGKDM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_NJOMABEH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_BKJJMBDM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_AKHIJLGG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_ACDBAPEE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_GFPFAMDC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_ENLFCHLK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_AEHCEEBP",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_GADOCIOF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_MJOANOLE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_GFIGLMOJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_DCFEIAGB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_OKCLEBOF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_ALLCKBLE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_COCGCBAO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_IGLKPKCA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_LDLAMFPJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_CAFMEPPK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_NIOFHPPF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_IICIODPD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_CGGEBDEJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_OOAMCINK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_BJALANIL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_IHCIGKAN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_IGNDNMNN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_POHMEJLI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_CALHNLOH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_FBKPAGOO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_JBJDJDPN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_EIMPJFFB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620672_METAG_DGMOKNEI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_NCGFKAJC",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2620672_METAG_MBBHHLEB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_JKBMLHNF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_ANHPKHCD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_GLKKFHJO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620672_METAG_GAIPEFDL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621423_METAG_CHHHOJLJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_GHFDGILD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621423_METAG_MHMLCDKP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620404_METAG_ABGDFCLI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_NGHGKBME",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_KAKMNKLG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_EJEPOPIL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_PNOAIMNL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620756_METAG_AGNJLAMB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_KEFFOHEL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620756_METAG_ODLKFDDG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620756_METAG_FNKAMJKH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623116_METAG_GEFIJIEG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622478_METAG_MHFDCOKH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_LELCCMEJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_KMEGINDM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622478_METAG_BEAJLKGC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_ECFFKGOG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622478_METAG_KLDKIPDL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_JDKCCFKH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_LPJMLNPA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622478_METAG_MNIKLABP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622478_METAG_OGILHBDP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619667_METAG_EBDEGIBO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_BBFOKBGL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619667_METAG_EGCDAPCI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619667_METAG_HFJGMLGC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619667_METAG_BHIBBDBI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_PNGCMMNM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621155_METAG_IJGHMKMB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623488_METAG_NOIHPPIF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_KHCMACKG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_KOBJONPF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_MDDCIGOK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623488_METAG_JKNMOGHE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623488_METAG_JIJMOIBM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623488_METAG_IGLIOEME",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_CFJLDOFD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623488_METAG_LNMAJJEJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621401_METAG_BOCDPNNC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622710_METAG_ICOJGMKP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_LBOKPMHO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_MJOCKFON",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622710_METAG_EHKBJKNP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622710_METAG_CMGABIJE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622362_METAG_CPPIABCO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_MBHIOKAH",1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2619974_METAG_LCNMMBID",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623079_METAG_OEFJMPBP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623079_METAG_HNKJBGMB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623079_METAG_HEMHGHLL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623079_METAG_LFECJNNG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_IEKOOPCC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623079_METAG_PMHAPKNO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623079_METAG_AJCJJFGL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623079_METAG_AIFCIOMD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_FBMHEAIN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_FFEBIHPK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_DFCIFEPC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621232_METAG_EBHBGOBE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621132_METAG_BJOIENLM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621132_METAG_KBDEJPFC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622173_METAG_MPEADMPD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622173_METAG_EPOMGJEF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623390_METAG_FMBDDNEN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623390_METAG_COFHMIAL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620081_METAG_PKGFLKNL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620081_METAG_PDKLHDBN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_FFMDGJEP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620081_METAG_CJFPHGID",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_IOJPHMIM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620081_METAG_KJENJEKJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619970_METAG_GBKFBPKM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_NDMGPDJM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_FFBEDLEF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620339_METAG_ANNGHMPP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_NJLOCMHO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620021_METAG_JDDEFHEC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_MOCGCCEL",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2620021_METAG_DMBKEAJI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620021_METAG_IEALKPHL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_OIHCADAH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620021_METAG_DNMEJCEO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_CELEHPPD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620021_METAG_MPNMOAFK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620021_METAG_NGIMGAJL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_LHGELCPO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_OGGPLFGG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_IMAFLLNG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620021_METAG_FCGOAFKE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_OMLHJDHA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591098_METAG_HPDHHBMK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_DGFFFMNO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_MIENHEPK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622673_METAG_MCALEAJH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619548_METAG_MIHBNKIL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619548_METAG_BILEJEDO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619548_METAG_KCBPGICI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_EBHJAPLM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619548_METAG_DAPMLNDN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619548_METAG_KAJLNFFL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622685_METAG_NKEBMNAK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398360_METAG_FDLGMEED",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398360_METAG_FAGALJCD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398266_METAG_LBKEINHE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398266_METAG_ACLPJJMH",0,0,0,0,0,0,1,0,0,0
"TARA_SAMEA2620565_METAG_GHLDAMCF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622738_METAG_GAKIIHED",1,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622738_METAG_BNEKNHNB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622738_METAG_BIOCPOLN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622738_METAG_FNCMFHOG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621551_METAG_IDPFDBCJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398432_METAG_IHNJNEAP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_AKHDDKKD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_AEDLGMGG",1,0,0,0,0,0,0,1,0,0
"TARA_SAMEA2621222_METAG_CGHPFHJD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_DNCAPKNM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_NKFJBFLJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_MBAFJLMN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_NKFAIACL",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_KKDEGGHP",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_IGJMIHLH",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_ALIEIDOE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_KLKHPEBO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_ABJFOEMP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_LPAGIOCD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621551_METAG_KENDBCKJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_CKMMKMGN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_APHOHJCI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_CEOPIGAK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_KEELMGKG",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_FIMGGJJO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_LDFIJCOM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_MJDMHFMJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_IHMNJDLG",0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2621222_METAG_JEOAHBEE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_MCBOECJA",1,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_MFFIGDJC",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_IALEFFKA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_HEGHLCDD",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2621551_METAG_KELGAJCI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_CNGLJLMB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_MPFCLKBF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_CONFCAFG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_ILHNEPIK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621222_METAG_EPBEPBIL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397330_METAG_GFBBFFPE",1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA4397330_METAG_MLPOFECG",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397330_METAG_JCGELPCJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397330_METAG_DEEOCJGD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397330_METAG_KDMGKJIF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397586_METAG_EBNDCBHL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619962_METAG_KNDPCKGE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621564_METAG_CNFCOAGG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621564_METAG_MAIFBEID",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622336_METAG_KCBGGKDA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622473_METAG_DMPGACDO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_JOMKGDAF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_JABDEOCA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_OCDNGFLE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_LNHABHOM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_MHNMEKLD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_KPPAGGGP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_ONCNKNCB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_PMJKACHB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_LOBOKMIB",1,0,0,0,0,0,0,1,0,0
"TARA_SAMEA2622696_METAG_NHPCKICM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_LCMFEBAN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_DDCBKPGC",0,0,0,0,0,0,1,0,0,0
"TARA_SAMEA2622696_METAG_EIFKBEMP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_MPPFFMEP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_AAMIPOAJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_FMLMIPIF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_KNIIIBKL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_HEOMCMEB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_DGBGDHPN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_NBDCMENB",1,0,0,0,0,0,1,0,0,0
"TARA_SAMEA2622696_METAG_GIKBJHIK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_JMEFDEOH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_ABFIPDPK",0,0,0,0,0,0,0,0,0,0
